"","step","mean_vegetation_volume","max_bird","dispersal_distance","habitat_radius","count_turtles","mean_habitat_of_patches"
"1273548",1000,4.4,3,2,2,411.3,115.910204081633
"1274549",1000,4.6,3,2,2,409.7,117.090476190476
"1275550",1000,4.8,3,2,2,418.3,119.828344671202
"1276551",1000,5,3,2,2,424.8,119.957369614512
"1277552",1000,2,4,2,2,222.5,54.1910430839002
"1278553",1000,2.2,4,2,2,262,64.2063492063492
"1279554",1000,2.4,4,2,2,329.111111111111,75.6911060720584
"1280555",1000,2.6,4,2,2,278.222222222222,67.060972537163
"1281556",1000,2.8,4,2,2,492.3,100.702947845805
"1282557",1000,3,4,2,2,472.8,98.2863945578231
"1283558",1000,3.2,4,2,2,527.4,104.693424036281
"1284559",1000,3.4,4,2,2,554.1,110.234240362812
"1285560",1000,3.6,4,2,2,542.3,109.914512471655
"1286561",1000,3.8,4,2,2,570,112.662358276644
"1287562",1000,4,4,2,2,595.5,116.253287981859
"1288563",1000,4.2,4,2,2,598.3,118.617006802721
"1289564",1000,4.4,4,2,2,639.6,122.649206349206
"1290565",1000,4.6,4,2,2,643.1,123.893424036281
"1291566",1000,4.8,4,2,2,654.4,126.051020408163
"1292567",1000,5,4,2,2,659.1,126.736734693878
"1293568",1000,2,5,2,2,470.9,78.556462585034
"1294569",1000,2.2,5,2,2,580.1,92.8968253968254
"1295570",1000,2.4,5,2,2,664.8,101.534693877551
"1296571",1000,2.6,5,2,2,697.9,106.937414965986
"1297572",1000,2.8,5,2,2,720.6,109.856235827664
"1298573",1000,3,5,2,2,746.6,111.521088435374
"1299574",1000,3.2,5,2,2,761.8,115.382766439909
"1300575",1000,3.4,5,2,2,798.6,119.858503401361
"1301576",1000,3.6,5,2,2,815.8,121.838321995465
"1302577",1000,3.8,5,2,2,830.4,123.716780045351
"1303578",1000,4,5,2,2,839.9,124.759410430839
"1304579",1000,4.2,5,2,2,837.1,123.678231292517
"1305580",1000,4.4,5,2,2,849.8,126.589342403628
"1306581",1000,4.6,5,2,2,856.5,126.944217687075
"1307582",1000,4.8,5,2,2,862.4,127.986167800454
"1308583",1000,5,5,2,2,874.1,128.642857142857
"1309584",1000,2,6,2,2,846.4,104.041950113379
"1310585",1000,2.2,6,2,2,875.3,106.765306122449
"1311586",1000,2.4,6,2,2,883.2,107.05283446712
"1312587",1000,2.6,6,2,2,899.5,109.7
"1313588",1000,2.8,6,2,2,894.4,109.203854875283
"1314589",1000,3,6,2,2,941.6,114.151927437642
"1315590",1000,3.2,6,2,2,956.5,114.833333333333
"1316591",1000,3.4,6,2,2,968.5,118.232199546485
"1317592",1000,3.6,6,2,2,992.1,119.729931972789
"1318593",1000,3.8,6,2,2,1002.1,120.80589569161
"1319594",1000,4,6,2,2,1013.9,121.604761904762
"1320595",1000,4.2,6,2,2,1063.4,126.342176870748
"1321596",1000,4.4,6,2,2,1025.9,123.162131519274
"1322597",1000,4.6,6,2,2,1046.1,125.139909297052
"1323598",1000,4.8,6,2,2,1078.9,127.914739229025
"1324599",1000,5,6,2,2,1070.4,127.748979591837
"1325600",1000,2,7,2,2,968,100.20612244898
"1326601",1000,2.2,7,2,2,1039.5,106.247845804989
"1327602",1000,2.4,7,2,2,1088.4,110.830385487528
"1328603",1000,2.6,7,2,2,1089.8,110.283673469388
"1329604",1000,2.8,7,2,2,1146.2,116.214058956916
"1330605",1000,3,7,2,2,1159.6,117.283673469388
"1331606",1000,3.2,7,2,2,1164.3,118.056689342404
"1332607",1000,3.4,7,2,2,1181.5,119.192063492063
"1333608",1000,3.6,7,2,2,1198.3,120.656689342404
"1334609",1000,3.8,7,2,2,1199.9,121.702721088435
"1335610",1000,4,7,2,2,1247.6,125.615192743764
"1336611",1000,4.2,7,2,2,1247,125.526077097506
"1337612",1000,4.4,7,2,2,1269.1,127.577324263039
"1338613",1000,4.6,7,2,2,1293.8,129.503174603175
"1339614",1000,4.8,7,2,2,1278.5,128.283900226757
"1340615",1000,5,7,2,2,1287.4,128.858049886621
"1341616",1000,2,8,2,2,1201.9,105.262585034014
"1342617",1000,2.2,8,2,2,1245.1,108.497052154195
"1343618",1000,2.4,8,2,2,1281.4,110.621995464853
"1344619",1000,2.6,8,2,2,1288.2,111.9179138322
"1345620",1000,2.8,8,2,2,1318.7,113.793424036281
"1346621",1000,3,8,2,2,1344.9,116.951927437642
"1347622",1000,3.2,8,2,2,1353.9,117.551020408163
"1348623",1000,3.4,8,2,2,1355.4,117.967800453515
"1349624",1000,3.6,8,2,2,1410.5,121.914965986395
"1350625",1000,3.8,8,2,2,1407.2,122.444444444444
"1351626",1000,4,8,2,2,1441.8,124.273015873016
"1352627",1000,4.2,8,2,2,1441.5,123.831519274376
"1353628",1000,4.4,8,2,2,1467.4,125.837188208617
"1354629",1000,4.6,8,2,2,1493,129.012244897959
"1355630",1000,4.8,8,2,2,1499.5,129.473696145125
"1356631",1000,5,8,2,2,1522.2,130.185034013605
"1357632",1000,2,9,2,2,1350,105.043537414966
"1358633",1000,2.2,9,2,2,1391.9,107.214512471655
"1359634",1000,2.4,9,2,2,1445.1,110.514965986395
"1360635",1000,2.6,9,2,2,1469.5,111.940816326531
"1361636",1000,2.8,9,2,2,1513.2,115.115419501134
"1362637",1000,3,9,2,2,1524.3,117.073696145125
"1363638",1000,3.2,9,2,2,1557,118.462811791383
"1364639",1000,3.4,9,2,2,1572.4,118.932879818594
"1365640",1000,3.6,9,2,2,1597.9,121.910430839002
"1366641",1000,3.8,9,2,2,1615.3,122.584580498866
"1367642",1000,4,9,2,2,1686.7,126.843537414966
"1368643",1000,4.2,9,2,2,1680.8,127.259637188209
"1369644",1000,4.4,9,2,2,1707,128.345578231293
"1370645",1000,4.6,9,2,2,1716.9,130.780272108844
"1371646",1000,4.8,9,2,2,1692.7,128.191383219955
"1372647",1000,5,9,2,2,1756.8,131.478458049887
"1373648",1000,2,10,2,2,1554.2,106.828798185941
"1374649",1000,2.2,10,2,2,1634.7,111.498639455782
"1375650",1000,2.4,10,2,2,1622.9,110.387528344671
"1376651",1000,2.6,10,2,2,1685.2,114.474376417234
"1377652",1000,2.8,10,2,2,1706.6,115.648752834467
"1378653",1000,3,10,2,2,1714.7,117.289115646259
"1379654",1000,3.2,10,2,2,1766.1,120.579591836735
"1380655",1000,3.4,10,2,2,1775.3,120.975283446712
"1381656",1000,3.6,10,2,2,1814.2,123.470294784581
"1382657",1000,3.8,10,2,2,1826.8,124.050793650794
"1383658",1000,4,10,2,2,1820.3,123.891383219955
"1384659",1000,4.2,10,2,2,1870.6,126.898185941043
"1385660",1000,4.4,10,2,2,1876.6,127.432879818594
"1386661",1000,4.6,10,2,2,1923.3,130.259637188209
"1387662",1000,4.8,10,2,2,1883.5,128.019274376417
"1388663",1000,5,10,2,2,1947.4,131.233106575964
"1389664",1000,2,11,2,2,1740.4,108.008390022676
"1390665",1000,2.2,11,2,2,1755.5,108.875510204082
"1391666",1000,2.4,11,2,2,1836.1,113.075736961451
"1392667",1000,2.6,11,2,2,1831.1,113.729931972789
"1393668",1000,2.8,11,2,2,1883.2,116.064399092971
"1394669",1000,3,11,2,2,1928.3,117.995464852608
"1395670",1000,3.2,11,2,2,1961.8,120.554648526077
"1396671",1000,3.4,11,2,2,1998,121.610204081633
"1397672",1000,3.6,11,2,2,2003.6,122.712698412698
"1398673",1000,3.8,11,2,2,2040,125.161224489796
"1399674",1000,4,11,2,2,2061.1,125.945804988662
"1400675",1000,4.2,11,2,2,2041.2,124.737868480726
"1401676",1000,4.4,11,2,2,2132,129.678458049887
"1402677",1000,4.6,11,2,2,2126,130.080272108844
"1403678",1000,4.8,11,2,2,2204.8,134.567346938776
"1404679",1000,5,11,2,2,2140,130.805442176871
"1405680",1000,2,12,2,2,1903.4,107.366666666667
"1406681",1000,2.2,12,2,2,1943.8,109.305442176871
"1407682",1000,2.4,12,2,2,2002.4,111.613151927438
"1408683",1000,2.6,12,2,2,2067.8,115.370975056689
"1409684",1000,2.8,12,2,2,2089.2,117.003401360544
"1410685",1000,3,12,2,2,2137,119.052607709751
"1411686",1000,3.2,12,2,2,2133.5,119.038321995465
"1412687",1000,3.4,12,2,2,2243.8,124.964172335601
"1413688",1000,3.6,12,2,2,2238.8,124.726303854875
"1414689",1000,3.8,12,2,2,2239,124.230839002268
"1415690",1000,4,12,2,2,2251.7,124.604081632653
"1416691",1000,4.2,12,2,2,2262.5,126.444671201814
"1417692",1000,4.4,12,2,2,2297.6,127.977551020408
"1418693",1000,4.6,12,2,2,2364.6,130.480045351474
"1419694",1000,4.8,12,2,2,2369.5,131.210204081633
"1420695",1000,5,12,2,2,2361.6,131.706802721088
"1421696",1000,2,13,2,2,2103.4,108.214285714286
"1422697",1000,2.2,13,2,2,2211.5,113.573696145125
"1423698",1000,2.4,13,2,2,2181.5,112.733786848073
"1424699",1000,2.6,13,2,2,2219,114.556009070295
"1425700",1000,2.8,13,2,2,2244,115.546712018141
"1426701",1000,3,13,2,2,2294.6,118.007482993197
"1427702",1000,3.2,13,2,2,2306.2,118.835600907029
"1428703",1000,3.4,13,2,2,2377.4,121.168707482993
"1429704",1000,3.6,13,2,2,2416.2,123.018594104308
"1430705",1000,3.8,13,2,2,2489.5,126.593650793651
"1431706",1000,4,13,2,2,2453.3,125.123129251701
"1432707",1000,4.2,13,2,2,2525.2,128.010430839002
"1433708",1000,4.4,13,2,2,2567.2,130.363718820862
"1434709",1000,4.6,13,2,2,2570.1,130.90612244898
"1435710",1000,4.8,13,2,2,2556.1,130.53537414966
"1436711",1000,5,13,2,2,2634.7,133.144671201814
"1437712",1000,2,14,2,2,2249.6,107.480952380952
"1438713",1000,2.2,14,2,2,2337.5,111.97052154195
"1439714",1000,2.4,14,2,2,2397.5,113.024036281179
"1440715",1000,2.6,14,2,2,2437.1,115.730839002268
"1441716",1000,2.8,14,2,2,2471.1,117.573242630385
"1442717",1000,3,14,2,2,2570.3,121.27619047619
"1443718",1000,3.2,14,2,2,2556.1,121.348072562358
"1444719",1000,3.4,14,2,2,2588.9,123.318594104308
"1445720",1000,3.6,14,2,2,2668,125.683446712018
"1446721",1000,3.8,14,2,2,2657.9,125.332653061224
"1447722",1000,4,14,2,2,2687.7,127.42947845805
"1448723",1000,4.2,14,2,2,2684.8,127.081859410431
"1449724",1000,4.4,14,2,2,2733,128.565759637188
"1450725",1000,4.6,14,2,2,2751.2,129.490702947846
"1451726",1000,4.8,14,2,2,2760.1,130.583900226757
"1452727",1000,5,14,2,2,2779.4,131.444897959184
"1453728",1000,2,15,2,2,2488.3,109.858276643991
"1454729",1000,2.2,15,2,2,2523.7,112.226530612245
"1455730",1000,2.4,15,2,2,2588.8,114.370975056689
"1456731",1000,2.6,15,2,2,2602.6,115.040362811791
"1457732",1000,2.8,15,2,2,2657.5,117.346258503401
"1458733",1000,3,15,2,2,2700,118.575283446712
"1459734",1000,3.2,15,2,2,2739.2,120.637868480726
"1460735",1000,3.4,15,2,2,2776.7,121.730839002268
"1461736",1000,3.6,15,2,2,2833.1,124.726077097506
"1462737",1000,3.8,15,2,2,2883.5,126.059637188209
"1463738",1000,4,15,2,2,2872.9,126.237868480726
"1464739",1000,4.2,15,2,2,2902.2,127.160090702948
"1465740",1000,4.4,15,2,2,2954.7,129.032426303855
"1466741",1000,4.6,15,2,2,3007.5,131.550340136054
"1467742",1000,4.8,15,2,2,2967.6,130.181859410431
"1468743",1000,5,15,2,2,3043.6,133.484126984127
"1470219",1000,2.8,3,3,2,118.666666666667,53.8034769463341
"1471220",1000,3,3,3,2,50.6666666666667,37.2154195011338
"1472221",1000,3.2,3,3,2,159.75,63.2777777777778
"1473222",1000,3.4,3,3,2,105.833333333333,48.9126984126984
"1474223",1000,3.6,3,3,2,245.888888888889,82.9818594104308
"1475224",1000,3.8,3,3,2,299.666666666667,93.1967750062988
"1476225",1000,4,3,3,2,315.4,99.8553287981859
"1477226",1000,4.2,3,3,2,361.4,105.753741496599
"1478227",1000,4.4,3,3,2,359.3,107.705215419501
"1479228",1000,4.6,3,3,2,377.9,111.080725623583
"1480229",1000,4.8,3,3,2,414,119.854648526077
"1481230",1000,5,3,3,2,416.3,119.107709750567
"1482238",1000,2.2,4,3,2,240.166666666667,57.9720332577475
"1483239",1000,2.4,4,3,2,315.285714285714,71.4706835114998
"1484240",1000,2.6,4,3,2,406,86.8539682539682
"1485241",1000,2.8,4,3,2,509.8,103.025396825397
"1486242",1000,3,4,3,2,492.8,101.210430839002
"1487243",1000,3.2,4,3,2,513.2,104.711111111111
"1488244",1000,3.4,4,3,2,549.3,110.790702947846
"1489245",1000,3.6,4,3,2,551,110.050113378685
"1490246",1000,3.8,4,3,2,577.8,114.142176870748
"1491247",1000,4,4,3,2,607.9,118.65283446712
"1492248",1000,4.2,4,3,2,613.7,119.559183673469
"1493249",1000,4.4,4,3,2,603.6,120.309297052154
"1494250",1000,4.6,4,3,2,620.5,121.495464852608
"1495251",1000,4.8,4,3,2,656,126.268027210884
"1496252",1000,5,4,3,2,670.1,127.253741496599
"1497253",1000,2,5,3,2,536.1,87.0997732426304
"1498254",1000,2.2,5,3,2,562.1,88.6784580498866
"1499255",1000,2.4,5,3,2,647.5,100.370068027211
"1500256",1000,2.6,5,3,2,694.8,106.941723356009
"1501257",1000,2.8,5,3,2,709,107.838095238095
"1502258",1000,3,5,3,2,744.5,112.969841269841
"1503259",1000,3.2,5,3,2,771.6,115.18798185941
"1504260",1000,3.4,5,3,2,792.6,118.250566893424
"1505261",1000,3.6,5,3,2,825.7,122.313378684807
"1506262",1000,3.8,5,3,2,814.6,121.809297052154
"1507263",1000,4,5,3,2,825.7,123.763038548753
"1508264",1000,4.2,5,3,2,831.1,123.554875283447
"1509265",1000,4.4,5,3,2,850,125.655328798186
"1510266",1000,4.6,5,3,2,857.1,126.799092970522
"1511267",1000,4.8,5,3,2,865.7,129.20566893424
"1512268",1000,5,5,3,2,871.5,128.108390022676
"1513269",1000,2,6,3,2,850.4,103.398185941043
"1514270",1000,2.2,6,3,2,862.3,105.401360544218
"1515271",1000,2.4,6,3,2,881.4,107.664399092971
"1516272",1000,2.6,6,3,2,906,110.066893424036
"1517273",1000,2.8,6,3,2,911.9,111.157823129252
"1518274",1000,3,6,3,2,937.9,113.824489795918
"1519275",1000,3.2,6,3,2,945.9,114.780498866213
"1520276",1000,3.4,6,3,2,964.9,115.961678004535
"1521277",1000,3.6,6,3,2,965.4,117.195691609977
"1522278",1000,3.8,6,3,2,1005.8,120.5589569161
"1523279",1000,4,6,3,2,1028.4,123.276870748299
"1524280",1000,4.2,6,3,2,1038.4,124.568253968254
"1525281",1000,4.4,6,3,2,1044.8,124.31746031746
"1526282",1000,4.6,6,3,2,1052.2,125.097278911565
"1527283",1000,4.8,6,3,2,1061.4,126.47074829932
"1528284",1000,5,6,3,2,1097.9,130.261224489796
"1529285",1000,2,7,3,2,973.8,100.348072562358
"1530286",1000,2.2,7,3,2,1058.4,109.051927437642
"1531287",1000,2.4,7,3,2,1061.2,108.744897959184
"1532288",1000,2.6,7,3,2,1080.9,110.155782312925
"1533289",1000,2.8,7,3,2,1079.4,110.898185941043
"1534290",1000,3,7,3,2,1108.8,111.736281179138
"1535291",1000,3.2,7,3,2,1159.9,117.728344671202
"1536292",1000,3.4,7,3,2,1193.4,119.943083900227
"1537293",1000,3.6,7,3,2,1201.5,120.50566893424
"1538294",1000,3.8,7,3,2,1212.5,122.32380952381
"1539295",1000,4,7,3,2,1246.2,124.934013605442
"1540296",1000,4.2,7,3,2,1236.8,125.844897959184
"1541297",1000,4.4,7,3,2,1257.6,126.253287981859
"1542298",1000,4.6,7,3,2,1277.3,128.250113378685
"1543299",1000,4.8,7,3,2,1289.8,129.936054421769
"1544300",1000,5,7,3,2,1295.4,129.129931972789
"1545301",1000,2,8,3,2,1218.6,106.821541950113
"1546302",1000,2.2,8,3,2,1228.3,107.279365079365
"1547303",1000,2.4,8,3,2,1277.7,111.869387755102
"1548304",1000,2.6,8,3,2,1290.8,112.989115646259
"1549305",1000,2.8,8,3,2,1348,116.846485260771
"1550306",1000,3,8,3,2,1337.2,115.709750566893
"1551307",1000,3.2,8,3,2,1344.5,116.692290249433
"1552308",1000,3.4,8,3,2,1389.3,120.47052154195
"1553309",1000,3.6,8,3,2,1394.5,120.686621315193
"1554310",1000,3.8,8,3,2,1417.1,122.318594104308
"1555311",1000,4,8,3,2,1429,123.781859410431
"1556312",1000,4.2,8,3,2,1459,125.511337868481
"1557313",1000,4.4,8,3,2,1481.3,127.612698412698
"1558314",1000,4.6,8,3,2,1501.9,128.881632653061
"1559315",1000,4.8,8,3,2,1499,128.864399092971
"1560316",1000,5,8,3,2,1548,131.680272108844
"1561317",1000,2,9,3,2,1364.7,105.622448979592
"1562318",1000,2.2,9,3,2,1421.3,109.85873015873
"1563319",1000,2.4,9,3,2,1458.9,112.369614512472
"1564320",1000,2.6,9,3,2,1453.8,111.137868480726
"1565321",1000,2.8,9,3,2,1476,113.999546485261
"1566322",1000,3,9,3,2,1519.5,116.083446712018
"1567323",1000,3.2,9,3,2,1581.1,119.806575963719
"1568324",1000,3.4,9,3,2,1602.2,121.442630385488
"1569325",1000,3.6,9,3,2,1639.1,124.480725623583
"1570326",1000,3.8,9,3,2,1654,124.799546485261
"1571327",1000,4,9,3,2,1670.2,126.071655328798
"1572328",1000,4.2,9,3,2,1656.8,125.466439909297
"1573329",1000,4.4,9,3,2,1679.3,128.42380952381
"1574330",1000,4.6,9,3,2,1745.7,131.754421768707
"1575331",1000,4.8,9,3,2,1699.4,128.900680272109
"1576332",1000,5,9,3,2,1716.8,130.323129251701
"1577333",1000,2,10,3,2,1538,106.085941043084
"1578334",1000,2.2,10,3,2,1592.6,109.626757369615
"1579335",1000,2.4,10,3,2,1645.1,111.971882086168
"1580336",1000,2.6,10,3,2,1689.9,114.87664399093
"1581337",1000,2.8,10,3,2,1692.3,115.591609977324
"1582338",1000,3,10,3,2,1743.1,118.256462585034
"1583339",1000,3.2,10,3,2,1747.1,119.484580498866
"1584340",1000,3.4,10,3,2,1798.4,122.275963718821
"1585341",1000,3.6,10,3,2,1808,122.329705215419
"1586342",1000,3.8,10,3,2,1838.8,124.990476190476
"1587343",1000,4,10,3,2,1862.5,125.738095238095
"1588344",1000,4.2,10,3,2,1918.4,128.665079365079
"1589345",1000,4.4,10,3,2,1891.4,127.307936507937
"1590346",1000,4.6,10,3,2,1934.5,129.763038548753
"1591347",1000,4.8,10,3,2,1894.9,128.444444444444
"1592348",1000,5,10,3,2,1927.2,130.425396825397
"1593349",1000,2,11,3,2,1724.8,106.41156462585
"1594350",1000,2.2,11,3,2,1770.7,109.733560090703
"1595351",1000,2.4,11,3,2,1822.4,112.747845804989
"1596352",1000,2.6,11,3,2,1817.7,112.584580498866
"1597353",1000,2.8,11,3,2,1894.9,116.579818594104
"1598354",1000,3,11,3,2,1915.6,117.926530612245
"1599355",1000,3.2,11,3,2,1959.6,120.710884353741
"1600356",1000,3.4,11,3,2,1977.9,121.103401360544
"1601357",1000,3.6,11,3,2,2034.9,124.233333333333
"1602358",1000,3.8,11,3,2,2065,125.590022675737
"1603359",1000,4,11,3,2,2070.1,126.739682539683
"1604360",1000,4.2,11,3,2,2112.9,128.998866213152
"1605361",1000,4.4,11,3,2,2089.4,127.025850340136
"1606362",1000,4.6,11,3,2,2116.5,129.249659863946
"1607363",1000,4.8,11,3,2,2155.5,132.060544217687
"1608364",1000,5,11,3,2,2155.4,132.010430839002
"1609365",1000,2,12,3,2,1921.7,107.633786848073
"1610366",1000,2.2,12,3,2,1957.9,109.515192743764
"1611367",1000,2.4,12,3,2,2030.9,114.333786848073
"1612368",1000,2.6,12,3,2,2023.3,114.445124716553
"1613369",1000,2.8,12,3,2,2095.2,116.739455782313
"1614370",1000,3,12,3,2,2105.9,117.492970521542
"1615371",1000,3.2,12,3,2,2171.7,121.098639455782
"1616372",1000,3.4,12,3,2,2188.5,122.651247165533
"1617373",1000,3.6,12,3,2,2194.2,122.339455782313
"1618374",1000,3.8,12,3,2,2227.3,124.316553287982
"1619375",1000,4,12,3,2,2287.6,127.122448979592
"1620376",1000,4.2,12,3,2,2298.2,127.027664399093
"1621377",1000,4.4,12,3,2,2328.4,128.7589569161
"1622378",1000,4.6,12,3,2,2306.3,128.708616780045
"1623379",1000,4.8,12,3,2,2353.6,130.650566893424
"1624380",1000,5,12,3,2,2373.9,131.467573696145
"1625381",1000,2,13,3,2,2100.2,108.568707482993
"1626382",1000,2.2,13,3,2,2150.3,110.827210884354
"1627383",1000,2.4,13,3,2,2206.4,113.092063492063
"1628384",1000,2.6,13,3,2,2243,115.636961451247
"1629385",1000,2.8,13,3,2,2231.3,114.282993197279
"1630386",1000,3,13,3,2,2351.2,120.333786848073
"1631387",1000,3.2,13,3,2,2352.1,120.675963718821
"1632388",1000,3.4,13,3,2,2380.9,121.524036281179
"1633389",1000,3.6,13,3,2,2416.8,123.426077097506
"1634390",1000,3.8,13,3,2,2446.1,124.509750566893
"1635391",1000,4,13,3,2,2480,126.826530612245
"1636392",1000,4.2,13,3,2,2508.8,128.095238095238
"1637393",1000,4.4,13,3,2,2585.3,131.195464852608
"1638394",1000,4.6,13,3,2,2522,128.560317460317
"1639395",1000,4.8,13,3,2,2570.7,131.061678004535
"1640396",1000,5,13,3,2,2628.7,132.336734693878
"1641397",1000,2,14,3,2,2301,109.711337868481
"1642398",1000,2.2,14,3,2,2330.6,111.242630385488
"1643399",1000,2.4,14,3,2,2366.8,112.631972789116
"1644400",1000,2.6,14,3,2,2436.9,115.891156462585
"1645401",1000,2.8,14,3,2,2490.4,118.64693877551
"1646402",1000,3,14,3,2,2537.8,120.761904761905
"1647403",1000,3.2,14,3,2,2570.9,121.219727891156
"1648404",1000,3.4,14,3,2,2615.2,123.62947845805
"1649405",1000,3.6,14,3,2,2599.4,123.319954648526
"1650406",1000,3.8,14,3,2,2684.7,126.937414965986
"1651407",1000,4,14,3,2,2664,126.004761904762
"1652408",1000,4.2,14,3,2,2724.3,127.948979591837
"1653409",1000,4.4,14,3,2,2764.1,130.337641723356
"1654410",1000,4.6,14,3,2,2768.2,130.504761904762
"1655411",1000,4.8,14,3,2,2832.3,132.875056689342
"1656412",1000,5,14,3,2,2756.9,129.784580498866
"1657413",1000,2,15,3,2,2448.9,108.516780045351
"1658414",1000,2.2,15,3,2,2501.1,111.110430839002
"1659415",1000,2.4,15,3,2,2566.4,112.878911564626
"1660416",1000,2.6,15,3,2,2661.8,117.222902494331
"1661417",1000,2.8,15,3,2,2688.4,117.744444444444
"1662418",1000,3,15,3,2,2691.7,118.616326530612
"1663419",1000,3.2,15,3,2,2708.5,118.662585034014
"1664420",1000,3.4,15,3,2,2868,125.141950113379
"1665421",1000,3.6,15,3,2,2848.1,125.880498866213
"1666422",1000,3.8,15,3,2,2904.3,127.581632653061
"1667423",1000,4,15,3,2,2884.7,127.296825396825
"1668424",1000,4.2,15,3,2,2951.5,129.632426303855
"1669425",1000,4.4,15,3,2,2976.7,130.855328798186
"1670426",1000,4.6,15,3,2,3003.3,131.165759637188
"1671427",1000,4.8,15,3,2,2941.4,129.972789115646
"1672428",1000,5,15,3,2,2988.9,131.384580498866
"1674177",1000,5,2,4,2,3,29.9183673469388
"1675206",1000,3,3,4,2,199.5,73.0612244897959
"1676207",1000,3.2,3,4,2,174,66.4614512471655
"1677208",1000,3.4,3,4,2,167,63.7794784580499
"1678209",1000,3.6,3,4,2,249.1,82.549433106576
"1679210",1000,3.8,3,4,2,321.2,100.08820861678
"1680211",1000,4,3,4,2,314.4,96.434693877551
"1681212",1000,4.2,3,4,2,385.6,113.605215419501
"1682213",1000,4.4,3,4,2,378.9,112.11768707483
"1683214",1000,4.6,3,4,2,420.5,120.675736961451
"1684215",1000,4.8,3,4,2,427.7,122.609523809524
"1685216",1000,5,3,4,2,445,124.636507936508
"1686217",1000,2,4,4,2,446,93.1632653061225
"1687218",1000,2.2,4,4,2,255.2,62.1496598639456
"1688219",1000,2.4,4,4,2,425.571428571429,88.4619371558147
"1689220",1000,2.6,4,4,2,490.1,99.9002267573696
"1690221",1000,2.8,4,4,2,493.4,101.795464852608
"1691222",1000,3,4,4,2,481.5,98.1417233560091
"1692223",1000,3.2,4,4,2,518.3,104.61768707483
"1693224",1000,3.4,4,4,2,543.6,109.04693877551
"1694225",1000,3.6,4,4,2,553,110.127210884354
"1695226",1000,3.8,4,4,2,596.6,116.985487528345
"1696227",1000,4,4,4,2,599.1,116.393424036281
"1697228",1000,4.2,4,4,2,604.7,118.115192743764
"1698229",1000,4.4,4,4,2,619.6,119.756916099773
"1699230",1000,4.6,4,4,2,635.4,124.140136054422
"1700231",1000,4.8,4,4,2,636.7,123.926303854875
"1701232",1000,5,4,4,2,657.1,125.727664399093
"1702233",1000,2,5,4,2,508.428571428571,83.1953352769679
"1703234",1000,2.2,5,4,2,575.3,91.2106575963719
"1704235",1000,2.4,5,4,2,662.2,102.78798185941
"1705236",1000,2.6,5,4,2,686.5,105.526757369615
"1706237",1000,2.8,5,4,2,736.4,112.165986394558
"1707238",1000,3,5,4,2,726.1,109.999546485261
"1708239",1000,3.2,5,4,2,774.3,115.706802721088
"1709240",1000,3.4,5,4,2,786.8,116.890702947846
"1710241",1000,3.6,5,4,2,791.6,118.68231292517
"1711242",1000,3.8,5,4,2,811.2,121.224263038549
"1712243",1000,4,5,4,2,845,125.259637188209
"1713244",1000,4.2,5,4,2,845.3,124.713832199546
"1714245",1000,4.4,5,4,2,861.5,126.230158730159
"1715246",1000,4.6,5,4,2,862.6,127.137641723356
"1716247",1000,4.8,5,4,2,876.9,128.109070294785
"1717248",1000,5,5,4,2,861.9,127.322902494331
"1718249",1000,2,6,4,2,823.8,101.958503401361
"1719250",1000,2.2,6,4,2,831.5,103.143764172336
"1720251",1000,2.4,6,4,2,879.2,106.749433106576
"1721252",1000,2.6,6,4,2,881.5,108.352607709751
"1722253",1000,2.8,6,4,2,935.8,113.307709750567
"1723254",1000,3,6,4,2,929.6,111.926530612245
"1724255",1000,3.2,6,4,2,951.3,114.194784580499
"1725256",1000,3.4,6,4,2,974.3,116.267573696145
"1726257",1000,3.6,6,4,2,983.1,118.008616780045
"1727258",1000,3.8,6,4,2,1043.1,123.930839002268
"1728259",1000,4,6,4,2,1004.7,120.838095238095
"1729260",1000,4.2,6,4,2,1045.3,125.204761904762
"1730261",1000,4.4,6,4,2,1044.2,124.316780045351
"1731262",1000,4.6,6,4,2,1062.8,127.272108843537
"1732263",1000,4.8,6,4,2,1067,127.869614512472
"1733264",1000,5,6,4,2,1071.7,128.520181405896
"1734265",1000,2,7,4,2,993,102.260997732426
"1735266",1000,2.2,7,4,2,1001,102.824489795918
"1736267",1000,2.4,7,4,2,1042.3,106.602267573696
"1737268",1000,2.6,7,4,2,1101.4,112.53537414966
"1738269",1000,2.8,7,4,2,1099.4,112.055782312925
"1739270",1000,3,7,4,2,1142.7,115.857369614512
"1740271",1000,3.2,7,4,2,1183.5,119.319954648526
"1741272",1000,3.4,7,4,2,1182.1,118.511337868481
"1742273",1000,3.6,7,4,2,1217.4,122.611111111111
"1743274",1000,3.8,7,4,2,1235.6,124.134467120181
"1744275",1000,4,7,4,2,1249.2,124.736054421769
"1745276",1000,4.2,7,4,2,1261.6,126.195464852608
"1746277",1000,4.4,7,4,2,1277.4,127.044897959184
"1747278",1000,4.6,7,4,2,1304.7,128.795238095238
"1748279",1000,4.8,7,4,2,1300.1,130.287528344671
"1749280",1000,5,7,4,2,1293.5,128.867120181406
"1750281",1000,2,8,4,2,1162,102.78820861678
"1751282",1000,2.2,8,4,2,1245.6,108.429931972789
"1752283",1000,2.4,8,4,2,1283.4,111.712244897959
"1753284",1000,2.6,8,4,2,1276,112.228798185941
