"","step","mean_vegetation_volume","max_bird","dispersal_distance","habitat_radius","count_turtles","mean_habitat_of_patches"
"2710819",1000,2.2,5,4,3,645.714285714286,213.107871720117
"2711820",1000,2.4,5,4,3,639,210.082136558327
"2712821",1000,2.6,5,4,3,724,232.227437641723
"2713822",1000,2.8,5,4,3,732.6,236.316780045351
"2714823",1000,3,5,4,3,753.9,243.600907029478
"2715824",1000,3.2,5,4,3,782.4,247.899546485261
"2716825",1000,3.4,5,4,3,809.7,254.349206349206
"2717826",1000,3.6,5,4,3,828.4,258.90612244898
"2718827",1000,3.8,5,4,3,830.6,261.072789115646
"2719828",1000,4,5,4,3,848,267.134467120181
"2720829",1000,4.2,5,4,3,849,265.275963718821
"2721830",1000,4.4,5,4,3,854.3,268.738321995465
"2722831",1000,4.6,5,4,3,860.7,271.06485260771
"2723832",1000,4.8,5,4,3,878.3,272.823129251701
"2724833",1000,5,5,4,3,875.2,274.492063492063
"2725834",1000,2,6,4,3,813.2,215.550793650794
"2726835",1000,2.2,6,4,3,897.6,233.745578231293
"2727836",1000,2.4,6,4,3,875.2,228.350793650794
"2728837",1000,2.6,6,4,3,895.9,230.921995464853
"2729838",1000,2.8,6,4,3,899.3,235.648072562358
"2730839",1000,3,6,4,3,937.3,242.380272108844
"2731840",1000,3.2,6,4,3,953.8,245.791383219955
"2732841",1000,3.4,6,4,3,960.2,247.849433106576
"2733842",1000,3.6,6,4,3,995.1,254.954875283447
"2734843",1000,3.8,6,4,3,1021,259.954648526077
"2735844",1000,4,6,4,3,1028.7,262.19433106576
"2736845",1000,4.2,6,4,3,1031.9,263.295011337868
"2737846",1000,4.4,6,4,3,1027.6,266.868934240363
"2738847",1000,4.6,6,4,3,1078.4,273.48820861678
"2739848",1000,4.8,6,4,3,1089.8,274.233333333333
"2740849",1000,5,6,4,3,1104.6,281.180272108844
"2741850",1000,2,7,4,3,1010,223.90566893424
"2742851",1000,2.2,7,4,3,1076.8,233.369614512472
"2743852",1000,2.4,7,4,3,1080.4,233.881632653061
"2744853",1000,2.6,7,4,3,1105.6,239.756916099773
"2745854",1000,2.8,7,4,3,1141,246.831292517007
"2746855",1000,3,7,4,3,1176.3,253.102494331066
"2747856",1000,3.2,7,4,3,1179.6,252.640589569161
"2748857",1000,3.4,7,4,3,1187.9,256.246258503401
"2749858",1000,3.6,7,4,3,1229.6,261.649433106576
"2750859",1000,3.8,7,4,3,1244.8,265.149206349206
"2751860",1000,4,7,4,3,1249.3,267.928571428571
"2752861",1000,4.2,7,4,3,1259.6,268.6
"2753862",1000,4.4,7,4,3,1284.2,274.94716553288
"2754863",1000,4.6,7,4,3,1307.6,276.887301587302
"2755864",1000,4.8,7,4,3,1299.5,277.15283446712
"2756865",1000,5,7,4,3,1294,277.656916099773
"2757866",1000,2,8,4,3,1236.4,230.926984126984
"2758867",1000,2.2,8,4,3,1264.6,236.681405895692
"2759868",1000,2.4,8,4,3,1276.7,238.406349206349
"2760869",1000,2.6,8,4,3,1301.5,241.415192743764
"2761870",1000,2.8,8,4,3,1305.1,243.686848072562
"2762871",1000,3,8,4,3,1356.5,249.595464852608
"2763872",1000,3.2,8,4,3,1412.3,258.936507936508
"2764873",1000,3.4,8,4,3,1372.5,253.895918367347
"2765874",1000,3.6,8,4,3,1417.9,261.551247165533
"2766875",1000,3.8,8,4,3,1424.8,262.214512471655
"2767876",1000,4,8,4,3,1440.5,267.630385487528
"2768877",1000,4.2,8,4,3,1474.2,269.864399092971
"2769878",1000,4.4,8,4,3,1499.7,275.595464852608
"2770879",1000,4.6,8,4,3,1510.4,278.507029478458
"2771880",1000,4.8,8,4,3,1533.2,279.524036281179
"2772881",1000,5,8,4,3,1535.6,282.036961451247
"2773882",1000,2,9,4,3,1393.7,228.48253968254
"2774883",1000,2.2,9,4,3,1422.7,233.585714285714
"2775884",1000,2.4,9,4,3,1438.1,234.68843537415
"2776885",1000,2.6,9,4,3,1499.5,242.672108843537
"2777886",1000,2.8,9,4,3,1518.4,247.190929705215
"2778887",1000,3,9,4,3,1524.5,248.984126984127
"2779888",1000,3.2,9,4,3,1555.3,256.412471655329
"2780889",1000,3.4,9,4,3,1604.5,259.014285714286
"2781890",1000,3.6,9,4,3,1618.3,262.614739229025
"2782891",1000,3.8,9,4,3,1648.9,266.241723356009
"2783892",1000,4,9,4,3,1667.3,269.224036281179
"2784893",1000,4.2,9,4,3,1703.3,273.091836734694
"2785894",1000,4.4,9,4,3,1729.8,278.442176870748
"2786895",1000,4.6,9,4,3,1731.6,278.87641723356
"2787896",1000,4.8,9,4,3,1730.8,276.30612244898
"2788897",1000,5,9,4,3,1747.2,280.974603174603
"2789898",1000,2,10,4,3,1563.9,228.765986394558
"2790899",1000,2.2,10,4,3,1605.8,231.995918367347
"2791900",1000,2.4,10,4,3,1629.7,239.309750566893
"2792901",1000,2.6,10,4,3,1709.4,246.35306122449
"2793902",1000,2.8,10,4,3,1729.7,251.185260770975
"2794903",1000,3,10,4,3,1767,255.153514739229
"2795904",1000,3.2,10,4,3,1794.4,257.796825396825
"2796905",1000,3.4,10,4,3,1765.4,254.983219954649
"2797906",1000,3.6,10,4,3,1820.7,263.270294784581
"2798907",1000,3.8,10,4,3,1848.5,266.852380952381
"2799908",1000,4,10,4,3,1866.6,267.519727891156
"2800909",1000,4.2,10,4,3,1884,271.690022675737
"2801910",1000,4.4,10,4,3,1882.3,270.801587301587
"2802911",1000,4.6,10,4,3,1896.9,272.792290249433
"2803912",1000,4.8,10,4,3,1954.4,281.119954648526
"2804913",1000,5,10,4,3,1959.5,279.9589569161
"2805914",1000,2,11,4,3,1753.9,232.637868480726
"2806915",1000,2.2,11,4,3,1817.9,238.563492063492
"2807916",1000,2.4,11,4,3,1853.3,243.209750566893
"2808917",1000,2.6,11,4,3,1831.2,241.322448979592
"2809918",1000,2.8,11,4,3,1909.6,251.053514739229
"2810919",1000,3,11,4,3,1934.2,252.811111111111
"2811920",1000,3.2,11,4,3,1923.2,252.911337868481
"2812921",1000,3.4,11,4,3,2014.5,261.642403628118
"2813922",1000,3.6,11,4,3,2065.7,270.091156462585
"2814923",1000,3.8,11,4,3,2044.1,265.29433106576
"2815924",1000,4,11,4,3,2115.2,275.597052154195
"2816925",1000,4.2,11,4,3,2122.8,273.909070294785
"2817926",1000,4.4,11,4,3,2123.6,276.404761904762
"2818927",1000,4.6,11,4,3,2141.6,279.595918367347
"2819928",1000,4.8,11,4,3,2137.2,280.077777777778
"2820929",1000,5,11,4,3,2153.6,280.310884353741
"2821930",1000,2,12,4,3,1912,229.980725623583
"2822931",1000,2.2,12,4,3,1962.9,235.575736961451
"2823932",1000,2.4,12,4,3,2034.2,241.757369614512
"2824933",1000,2.6,12,4,3,2044.9,243.701587301587
"2825934",1000,2.8,12,4,3,2092.3,247.235600907029
"2826935",1000,3,12,4,3,2135.1,253.87074829932
"2827936",1000,3.2,12,4,3,2177.8,258.876870748299
"2828937",1000,3.4,12,4,3,2227.2,262.966213151927
"2829938",1000,3.6,12,4,3,2207.2,259.599546485261
"2830939",1000,3.8,12,4,3,2263.4,267.586167800453
"2831940",1000,4,12,4,3,2311.9,271.256462585034
"2832941",1000,4.2,12,4,3,2351.1,275.597505668934
"2833942",1000,4.4,12,4,3,2366.3,277.665759637188
"2834943",1000,4.6,12,4,3,2350.7,276.977097505669
"2835944",1000,4.8,12,4,3,2371.9,279.37641723356
"2836945",1000,5,12,4,3,2392.6,282.790476190476
"2837946",1000,2,13,4,3,2142.5,234.481405895692
"2838947",1000,2.2,13,4,3,2209.2,239.562131519274
"2839948",1000,2.4,13,4,3,2194.5,241.225170068027
"2840949",1000,2.6,13,4,3,2269.4,248.60589569161
"2841950",1000,2.8,13,4,3,2295.2,251.184807256236
"2842951",1000,3,13,4,3,2279.7,250.315192743764
"2843952",1000,3.2,13,4,3,2374.9,258.679365079365
"2844953",1000,3.4,13,4,3,2383.3,258.993197278912
"2845954",1000,3.6,13,4,3,2398.2,261.160770975057
"2846955",1000,3.8,13,4,3,2488,270.661224489796
"2847956",1000,4,13,4,3,2505,271.616326530612
"2848957",1000,4.2,13,4,3,2554.5,277.711111111111
"2849958",1000,4.4,13,4,3,2536.3,276.058049886621
"2850959",1000,4.6,13,4,3,2583.2,279.624489795918
"2851960",1000,4.8,13,4,3,2586.7,281.518140589569
"2852961",1000,5,13,4,3,2596.9,281.272108843537
"2853962",1000,2,14,4,3,2335.1,235.512925170068
"2854963",1000,2.2,14,4,3,2354.4,237.622675736961
"2855964",1000,2.4,14,4,3,2361.6,238.747392290249
"2856965",1000,2.6,14,4,3,2444.7,246.321088435374
"2857966",1000,2.8,14,4,3,2462.6,249.701133786848
"2858967",1000,3,14,4,3,2565.4,260.060090702948
"2859968",1000,3.2,14,4,3,2548.5,257.775283446712
"2860969",1000,3.4,14,4,3,2640.3,266.180725623583
"2861970",1000,3.6,14,4,3,2669.2,267.677777777778
"2862971",1000,3.8,14,4,3,2697.6,270.475736961451
"2863972",1000,4,14,4,3,2668.9,270.280498866213
"2864973",1000,4.2,14,4,3,2724.1,273.220408163265
"2865974",1000,4.4,14,4,3,2712.3,271.262131519274
"2866975",1000,4.6,14,4,3,2750.7,278.107709750567
"2867976",1000,4.8,14,4,3,2782.8,281.11768707483
"2868977",1000,5,14,4,3,2831.5,284.612471655329
"2869978",1000,2,15,4,3,2518,236.631746031746
"2870979",1000,2.2,15,4,3,2515,236.634240362812
"2871980",1000,2.4,15,4,3,2613.7,245.67664399093
"2872981",1000,2.6,15,4,3,2614.1,244.706575963719
"2873982",1000,2.8,15,4,3,2640.1,247.88253968254
"2874983",1000,3,15,4,3,2712.4,255.065986394558
"2875984",1000,3.2,15,4,3,2798.2,261.516780045351
"2876985",1000,3.4,15,4,3,2788.3,260.122902494331
"2877986",1000,3.6,15,4,3,2883.5,269.101587301587
"2878987",1000,3.8,15,4,3,2853.4,266.284353741497
"2879988",1000,4,15,4,3,2911.8,271.457142857143
"2880989",1000,4.2,15,4,3,2957.9,277.758503401361
"2881990",1000,4.4,15,4,3,2967.9,277.902721088435
"2882991",1000,4.6,15,4,3,2987.2,278.158049886621
"2883992",1000,4.8,15,4,3,3030.7,281.611111111111
"2884993",1000,5,15,4,3,3012.9,280.989115646258
"2886087",1000,3.4,3,5,3,123,117.493197278912
"2887088",1000,3.6,3,5,3,275,197.81179138322
"2888089",1000,3.8,3,5,3,214.333333333333,161.948979591837
"2889090",1000,4,3,5,3,360,233.2350718065
"2890091",1000,4.2,3,5,3,320,211.885865457294
"2891092",1000,4.4,3,5,3,331.888888888889,221.591584782061
"2892093",1000,4.6,3,5,3,333,221.073412698413
"2893094",1000,4.8,3,5,3,396.7,250.09977324263
"2894095",1000,5,3,5,3,380.4,241.680725623583
"2895100",1000,2.4,4,5,3,116,83.1519274376417
"2896101",1000,2.6,4,5,3,397,180.944066515495
"2897102",1000,2.8,4,5,3,479.625,205.424036281179
"2898103",1000,3,4,5,3,546.888888888889,225.856135046611
"2899104",1000,3.2,4,5,3,527,224.519954648526
"2900105",1000,3.4,4,5,3,545.8,230.663718820862
"2901106",1000,3.6,4,5,3,588.6,247.873242630385
"2902107",1000,3.8,4,5,3,589.5,244.759863945578
"2903108",1000,4,4,5,3,609.7,252.163945578231
"2904109",1000,4.2,4,5,3,612.8,257.205442176871
"2905110",1000,4.4,4,5,3,610,254.97074829932
"2906111",1000,4.6,4,5,3,625.4,257.81201814059
"2907112",1000,4.8,4,5,3,639.2,267.219047619048
"2908113",1000,5,4,5,3,635.4,265.956009070295
"2909114",1000,2,5,5,3,519.333333333333,180.790627362056
"2910115",1000,2.2,5,5,3,592.625,198.461451247166
"2911116",1000,2.4,5,5,3,655.6,216.004988662132
"2912117",1000,2.6,5,5,3,723.5,234.442857142857
"2913118",1000,2.8,5,5,3,733.4,238.106349206349
"2914119",1000,3,5,5,3,767.2,242.797732426304
"2915120",1000,3.2,5,5,3,775.1,247.344671201814
"2916121",1000,3.4,5,5,3,801.1,255.208390022676
"2917122",1000,3.6,5,5,3,816,257.068707482993
"2918123",1000,3.8,5,5,3,820.7,260.314739229025
"2919124",1000,4,5,5,3,825.5,260.301133786848
"2920125",1000,4.2,5,5,3,850,265.670294784581
"2921126",1000,4.4,5,5,3,881.7,272.52947845805
"2922127",1000,4.6,5,5,3,857.1,270.108616780045
"2923128",1000,4.8,5,5,3,879,273.342630385488
"2924129",1000,5,5,5,3,885.4,275.067800453515
"2925130",1000,2,6,5,3,829,217.427437641723
"2926131",1000,2.2,6,5,3,864.1,225.362131519274
"2927132",1000,2.4,6,5,3,893.5,231.453968253968
"2928133",1000,2.6,6,5,3,887.6,232.077551020408
"2929134",1000,2.8,6,5,3,933.8,240.453741496599
"2930135",1000,3,6,5,3,926.9,242.412698412698
"2931136",1000,3.2,6,5,3,964.2,248.457596371882
"2932137",1000,3.4,6,5,3,970.4,248.527437641723
"2933138",1000,3.6,6,5,3,987.7,253.748752834467
"2934139",1000,3.8,6,5,3,1008.1,256.915419501134
"2935140",1000,4,6,5,3,1023.8,262.792743764172
"2936141",1000,4.2,6,5,3,1022.8,264.179591836735
"2937142",1000,4.4,6,5,3,1034.1,265.315646258503
"2938143",1000,4.6,6,5,3,1053.8,267.917233560091
"2939144",1000,4.8,6,5,3,1068.5,272.403628117914
"2940145",1000,5,6,5,3,1074.4,273.880952380952
"2941146",1000,2,7,5,3,1003,219.17664399093
"2942147",1000,2.2,7,5,3,1056.8,229.886394557823
"2943148",1000,2.4,7,5,3,1076.2,233.699546485261
"2944149",1000,2.6,7,5,3,1134.8,244.505215419501
"2945150",1000,2.8,7,5,3,1163.7,249.73514739229
"2946151",1000,3,7,5,3,1178.2,253.685941043084
"2947152",1000,3.2,7,5,3,1176.3,254.542630385488
"2948153",1000,3.4,7,5,3,1205.5,258.185260770975
"2949154",1000,3.6,7,5,3,1218.7,262.381405895692
"2950155",1000,3.8,7,5,3,1227.3,264.750793650794
"2951156",1000,4,7,5,3,1242.6,267.679138321995
"2952157",1000,4.2,7,5,3,1271.6,271.909977324263
"2953158",1000,4.4,7,5,3,1267.1,270.596598639456
"2954159",1000,4.6,7,5,3,1316.8,279.514058956916
"2955160",1000,4.8,7,5,3,1289.5,274.520861678005
"2956161",1000,5,7,5,3,1292.4,277.519727891156
"2957162",1000,2,8,5,3,1242.1,233.021768707483
"2958163",1000,2.2,8,5,3,1238.4,232.111337868481
"2959164",1000,2.4,8,5,3,1311.2,243.897959183673
"2960165",1000,2.6,8,5,3,1310.2,243.965532879819
"2961166",1000,2.8,8,5,3,1347.2,247.626303854875
"2962167",1000,3,8,5,3,1359.5,252.179138321995
"2963168",1000,3.2,8,5,3,1386.7,254.679591836735
"2964169",1000,3.4,8,5,3,1393.1,257.702267573696
"2965170",1000,3.6,8,5,3,1403,260.549659863946
"2966171",1000,3.8,8,5,3,1416.8,261.073922902494
"2967172",1000,4,8,5,3,1414.9,260.815646258503
"2968173",1000,4.2,8,5,3,1477.3,273.030839002268
"2969174",1000,4.4,8,5,3,1476.3,271.498412698413
"2970175",1000,4.6,8,5,3,1497.3,273.722448979592
"2971176",1000,4.8,8,5,3,1502.4,272.902721088435
"2972177",1000,5,8,5,3,1557.5,282.279365079365
"2973178",1000,2,9,5,3,1398.1,230.760090702948
"2974179",1000,2.2,9,5,3,1401.2,229.587301587302
"2975180",1000,2.4,9,5,3,1469.9,240.849886621315
"2976181",1000,2.6,9,5,3,1460.1,240.332879818594
"2977182",1000,2.8,9,5,3,1496.3,243.356916099773
"2978183",1000,3,9,5,3,1566.6,256.118140589569
"2979184",1000,3.2,9,5,3,1584.4,255.858049886621
"2980185",1000,3.4,9,5,3,1602.2,261.190476190476
"2981186",1000,3.6,9,5,3,1596.3,258.74693877551
"2982187",1000,3.8,9,5,3,1628.9,264.497505668934
"2983188",1000,4,9,5,3,1641.7,266.634013605442
"2984189",1000,4.2,9,5,3,1668.5,271.401360544218
"2985190",1000,4.4,9,5,3,1705.3,275.484807256236
"2986191",1000,4.6,9,5,3,1739.2,278.468253968254
"2987192",1000,4.8,9,5,3,1729.1,278.431972789116
"2988193",1000,5,9,5,3,1716.6,278.354875283447
"2989194",1000,2,10,5,3,1585.3,229.750793650794
"2990195",1000,2.2,10,5,3,1632.4,238.555328798186
"2991196",1000,2.4,10,5,3,1666.5,241.842630385488
"2992197",1000,2.6,10,5,3,1669.7,243.691156462585
"2993198",1000,2.8,10,5,3,1725.4,249.348979591837
"2994199",1000,3,10,5,3,1751,253.729931972789
"2995200",1000,3.2,10,5,3,1777,256.024716553288
"2996201",1000,3.4,10,5,3,1766.1,256.262131519274
"2997202",1000,3.6,10,5,3,1824,264.408843537415
"2998203",1000,3.8,10,5,3,1874.6,269.153514739229
"2999204",1000,4,10,5,3,1886.2,271.556462585034
"3000205",1000,4.2,10,5,3,1860.8,267.544217687075
"3001206",1000,4.4,10,5,3,1900.2,273.920861678005
"3002207",1000,4.6,10,5,3,1918.8,274.666893424036
"3003208",1000,4.8,10,5,3,1921.9,277.829931972789
"3004209",1000,5,10,5,3,1980.4,284.41768707483
"3005210",1000,2,11,5,3,1787.6,235.672562358277
"3006211",1000,2.2,11,5,3,1773.8,234.293197278912
"3007212",1000,2.4,11,5,3,1837,240.040589569161
"3008213",1000,2.6,11,5,3,1858,243.385941043084
"3009214",1000,2.8,11,5,3,1926.3,249.970068027211
"3010215",1000,3,11,5,3,1940.8,254.41179138322
"3011216",1000,3.2,11,5,3,1944.3,255.771428571429
"3012217",1000,3.4,11,5,3,1991.6,258.625396825397
"3013218",1000,3.6,11,5,3,1999.3,261.046258503401
"3014219",1000,3.8,11,5,3,2066.2,268.032426303855
"3015220",1000,4,11,5,3,2055.9,268.342630385487
"3016221",1000,4.2,11,5,3,2092.3,272.490476190476
"3017222",1000,4.4,11,5,3,2133,276.70566893424
"3018223",1000,4.6,11,5,3,2144.4,277.825170068027
"3019224",1000,4.8,11,5,3,2174.8,280.421995464853
"3020225",1000,5,11,5,3,2132.9,278.386621315193
"3021226",1000,2,12,5,3,1886.7,228.743764172336
"3022227",1000,2.2,12,5,3,2013.4,240.560317460317
"3023228",1000,2.4,12,5,3,1995,236.777551020408
"3024229",1000,2.6,12,5,3,2091.9,248.783900226757
"3025230",1000,2.8,12,5,3,2101.9,251.308616780045
"3026231",1000,3,12,5,3,2173,257.66485260771
"3027232",1000,3.2,12,5,3,2192.1,259.442857142857
"3028233",1000,3.4,12,5,3,2222.5,261.695011337868
"3029234",1000,3.6,12,5,3,2264,265.821768707483
"3030235",1000,3.8,12,5,3,2336.4,275.9
"3031236",1000,4,12,5,3,2276.8,269.900907029478
"3032237",1000,4.2,12,5,3,2289.5,270.777324263039
"3033238",1000,4.4,12,5,3,2347,277.162811791383
"3034239",1000,4.6,12,5,3,2380.3,279.161904761905
"3035240",1000,4.8,12,5,3,2388.9,283.357369614512
"3036241",1000,5,12,5,3,2393.7,282.122448979592
"3037242",1000,2,13,5,3,2089.1,230.218367346939
"3038243",1000,2.2,13,5,3,2133.2,235.893424036281
"3039244",1000,2.4,13,5,3,2189,239.516780045351
"3040245",1000,2.6,13,5,3,2222.8,244.045124716553
"3041246",1000,2.8,13,5,3,2264.8,248.093424036281
"3042247",1000,3,13,5,3,2280.1,250.944671201814
"3043248",1000,3.2,13,5,3,2368,258.571882086168
"3044249",1000,3.4,13,5,3,2375.3,259.644217687075
"3045250",1000,3.6,13,5,3,2463.9,267.165986394558
"3046251",1000,3.8,13,5,3,2451.5,266.396598639456
"3047252",1000,4,13,5,3,2486.2,270.657596371882
"3048253",1000,4.2,13,5,3,2508.3,273.691383219955
"3049254",1000,4.4,13,5,3,2553.6,277.182993197279
"3050255",1000,4.6,13,5,3,2525,274.792063492064
"3051256",1000,4.8,13,5,3,2572,279.685487528345
"3052257",1000,5,13,5,3,2599.9,281.026984126984
"3053258",1000,2,14,5,3,2314.2,235.238321995465
"3054259",1000,2.2,14,5,3,2319.3,236.04716553288
"3055260",1000,2.4,14,5,3,2421.3,244.252154195011
"3056261",1000,2.6,14,5,3,2424,244.377551020408
"3057262",1000,2.8,14,5,3,2492.4,250.326303854875
"3058263",1000,3,14,5,3,2550,257.104988662132
"3059264",1000,3.2,14,5,3,2565.3,258.000680272109
"3060265",1000,3.4,14,5,3,2587.2,261.453287981859
"3061266",1000,3.6,14,5,3,2623.2,264.221541950113
"3062267",1000,3.8,14,5,3,2644,267.371201814059
"3063268",1000,4,14,5,3,2747.4,276.396825396825
"3064269",1000,4.2,14,5,3,2731.8,274.692290249433
"3065270",1000,4.4,14,5,3,2719.2,273.736507936508
"3066271",1000,4.6,14,5,3,2779.6,277.824943310658
"3067272",1000,4.8,14,5,3,2812.1,282.836507936508
"3068273",1000,5,14,5,3,2819,281.372789115646
"3069274",1000,2,15,5,3,2501.3,235.725850340136
"3070275",1000,2.2,15,5,3,2564.8,240.861224489796
"3071276",1000,2.4,15,5,3,2604.9,244.559183673469
"3072277",1000,2.6,15,5,3,2594.5,243.953741496599
"3073278",1000,2.8,15,5,3,2698.1,251.631519274376
"3074279",1000,3,15,5,3,2723.3,254.419047619048
"3075280",1000,3.2,15,5,3,2766.2,258.551927437642
"3076281",1000,3.4,15,5,3,2829.7,264.220181405896
"3077282",1000,3.6,15,5,3,2841.9,266.714739229025
"3078283",1000,3.8,15,5,3,2864.7,266.988888888889
"3079284",1000,4,15,5,3,2910.4,272.678231292517
"3080285",1000,4.2,15,5,3,2945.3,274.849206349206
"3081286",1000,4.4,15,5,3,2949.1,277.414739229025
"3082287",1000,4.6,15,5,3,3003.6,280.8589569161
"3083288",1000,4.8,15,5,3,2997.3,280.975963718821
"3084289",1000,5,15,5,3,3075.1,286.252154195011
"3085375",1000,4,3,1,4,410,400.664399092971
"3086376",1000,4.2,3,1,4,224.333333333333,268.111111111111
"3087377",1000,4.4,3,1,4,110.333333333333,210.183673469388
"3088378",1000,4.6,3,1,4,316.25,362.866213151927
"3089379",1000,4.8,3,1,4,313.8,348.49977324263
"3090380",1000,5,3,1,4,370.444444444444,385.737717309146
"3091389",1000,2.8,4,1,4,302,246.818594104308
"3092390",1000,3,4,1,4,329.333333333333,255.544217687075
"3093391",1000,3.2,4,1,4,488.857142857143,348.12374473599
"3094392",1000,3.4,4,1,4,531.1,369.966439909297
"3095393",1000,3.6,4,1,4,563.7,385.107029478458
"3096394",1000,3.8,4,1,4,580.4,403.258503401361
"3097395",1000,4,4,1,4,621.4,423.653287981859
"3098396",1000,4.2,4,1,4,613.4,413.473696145125
"3099397",1000,4.4,4,1,4,625.7,432.044444444444
"3100398",1000,4.6,4,1,4,623,424.339682539683
"3101399",1000,4.8,4,1,4,623.8,437.542403628118
"3102400",1000,5,4,1,4,634.2,439.27619047619
"3103408",1000,2.4,5,1,4,595,328.755425979916
"3104409",1000,2.6,5,1,4,691.125,366.715702947846
"3105410",1000,2.8,5,1,4,718.7,381.061678004535
"3106411",1000,3,5,1,4,746.7,393.060770975057
"3107412",1000,3.2,5,1,4,787.9,406.515646258503
"3108413",1000,3.4,5,1,4,824.5,417.340362811791
"3109414",1000,3.6,5,1,4,835.1,419.828344671202
"3110415",1000,3.8,5,1,4,845.4,426.561904761905
"3111416",1000,4,5,1,4,839.1,426.068707482993
"3112417",1000,4.2,5,1,4,861.6,433.211337868481
"3113418",1000,4.4,5,1,4,875.6,434.973696145125
"3114419",1000,4.6,5,1,4,870.8,437.138775510204
"3115420",1000,4.8,5,1,4,864.7,434.425850340136
"3116421",1000,5,5,1,4,884.2,447.459410430839
"3117422",1000,2,6,1,4,868.4,365.404988662132
"3118423",1000,2.2,6,1,4,857.111111111111,362.048374905518
"3119424",1000,2.4,6,1,4,884.8,372.12947845805
"3120425",1000,2.6,6,1,4,885.9,373.442630385488
"3121426",1000,2.8,6,1,4,931.6,390.502494331066
"3122427",1000,3,6,1,4,930.1,390.36462585034
"3123428",1000,3.2,6,1,4,973.4,404.730158730159
"3124429",1000,3.4,6,1,4,966.9,404.002267573696
"3125430",1000,3.6,6,1,4,979.4,413.694784580499
"3126431",1000,3.8,6,1,4,992.1,418.300907029478
"3127432",1000,4,6,1,4,1050.9,432.448979591837
"3128433",1000,4.2,6,1,4,1014.6,424.735600907029
"3129434",1000,4.4,6,1,4,1081.8,440.975283446712
"3130435",1000,4.6,6,1,4,1078.1,442.239682539683
"3131436",1000,4.8,6,1,4,1111.4,448.21156462585
"3132437",1000,5,6,1,4,1092.8,449.213832199547
"3133438",1000,2,7,1,4,963.3,346.341723356009
"3134439",1000,2.2,7,1,4,1017.9,364.701587301587
"3135440",1000,2.4,7,1,4,1085.4,383.430612244898
"3136441",1000,2.6,7,1,4,1118.9,390.48798185941
"3137442",1000,2.8,7,1,4,1131.9,396.09433106576
"3138443",1000,3,7,1,4,1140.3,398.264399092971
"3139444",1000,3.2,7,1,4,1175,408.960544217687
"3140445",1000,3.4,7,1,4,1204.8,418.366213151927
"3141446",1000,3.6,7,1,4,1221.3,426.286621315193
"3142447",1000,3.8,7,1,4,1231,427.403854875283
"3143448",1000,4,7,1,4,1244.9,436.266439909297
"3144449",1000,4.2,7,1,4,1253,435.340816326531
"3145450",1000,4.4,7,1,4,1263.6,438.741723356009
"3146451",1000,4.6,7,1,4,1269.1,440.272335600907
"3147452",1000,4.8,7,1,4,1307,455.725850340136
"3148453",1000,5,7,1,4,1291.3,449.262811791383
"3149454",1000,2,8,1,4,1233.6,377.015873015873
"3150455",1000,2.2,8,1,4,1252.2,380.52358276644
"3151456",1000,2.4,8,1,4,1272.5,383.953287981859
"3152457",1000,2.6,8,1,4,1298.9,392.245804988662
"3153458",1000,2.8,8,1,4,1328.2,400.131065759637
"3154459",1000,3,8,1,4,1360.6,409.163038548753
"3155460",1000,3.2,8,1,4,1380.9,416.057823129252
"3156461",1000,3.4,8,1,4,1378.8,412.380725623583
"3157462",1000,3.6,8,1,4,1420.8,424.633333333333
"3158463",1000,3.8,8,1,4,1464.6,434.780725623583
"3159464",1000,4,8,1,4,1458.9,434.974376417234
"3160465",1000,4.2,8,1,4,1496.9,447.84126984127
"3161466",1000,4.4,8,1,4,1466.5,439.254195011338
"3162467",1000,4.6,8,1,4,1482.7,441.219727891156
"3163468",1000,4.8,8,1,4,1512,450.370068027211
"3164469",1000,5,8,1,4,1538.8,451.933106575964
"3165470",1000,2,9,1,4,1395.8,371.164172335601
"3166471",1000,2.2,9,1,4,1412.9,378.404535147392
"3167472",1000,2.4,9,1,4,1472.2,392.277777777778
"3168473",1000,2.6,9,1,4,1495.6,395.255782312925
"3169474",1000,2.8,9,1,4,1488.2,397.434467120181
"3170475",1000,3,9,1,4,1561,411.490929705215
"3171476",1000,3.2,9,1,4,1588,418.287074829932
"3172477",1000,3.4,9,1,4,1606.1,422.360317460317
"3173478",1000,3.6,9,1,4,1632.2,428.474376417234
"3174479",1000,3.8,9,1,4,1647.7,433.749886621315
"3175480",1000,4,9,1,4,1674,441.489569160998
"3176481",1000,4.2,9,1,4,1703.8,445.396598639456
"3177482",1000,4.4,9,1,4,1709.6,446.509297052154
"3178483",1000,4.6,9,1,4,1736.1,451.075736961451
"3179484",1000,4.8,9,1,4,1762.1,454.375963718821
"3180485",1000,5,9,1,4,1753.4,456.729024943311
"3181486",1000,2,10,1,4,1602.6,377.242857142857
"3182487",1000,2.2,10,1,4,1588.9,377.548752834467
"3183488",1000,2.4,10,1,4,1652.4,388.767800453515
"3184489",1000,2.6,10,1,4,1694.9,401.316099773243
"3185490",1000,2.8,10,1,4,1736.9,409.006575963719
"3186491",1000,3,10,1,4,1749.2,410.487301587302
"3187492",1000,3.2,10,1,4,1771.8,415.421995464853
"3188493",1000,3.4,10,1,4,1794.1,418.40612244898
"3189494",1000,3.6,10,1,4,1812,424.46462585034
